symbol,timestamp,expiration,expiration_date,strike,contractType,bid,ask,last,open_interest,volume,delta,gamma,theta,vega,rho,implied_volatility
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,225.0,CALL,1.9,1.94,1.93,25318,0,0.386,0.053,-0.312,0.097,0.011,28.455
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,227.5,CALL,1.11,1.12,1.1,21924,0,0.262,0.045,-0.256,0.083,0.007,28.14
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,230.0,CALL,0.61,0.63,0.63,33222,0,0.165,0.035,-0.189,0.063,0.005,28.274
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,232.5,CALL,0.34,0.35,0.35,13718,0,0.101,0.024,-0.131,0.045,0.003,28.922
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,235.0,CALL,0.19,0.21,0.2,24797,0,0.061,0.016,-0.089,0.031,0.002,30.017
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,237.5,CALL,0.12,0.13,0.13,6923,0,0.039,0.011,-0.063,0.022,0.001,31.555
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,240.0,CALL,0.08,0.09,0.09,73139,0,0.027,0.007,-0.047,0.016,0.001,33.432
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,242.5,CALL,0.06,0.07,0.06,5243,0,0.02,0.005,-0.037,0.012,0.001,35.728
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,245.0,CALL,0.05,0.06,0.06,41474,0,0.016,0.004,-0.033,0.01,0.0,38.428
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,247.5,CALL,0.04,0.05,0.04,2942,0,0.013,0.003,-0.028,0.008,0.0,40.854
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,200.0,PUT,0.07,0.08,0.07,15796,0,-0.018,0.004,-0.043,0.011,-0.001,45.425
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,202.5,PUT,0.08,0.09,0.09,2599,0,-0.021,0.005,-0.047,0.013,-0.001,41.702
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,205.0,PUT,0.11,0.12,0.12,10225,0,-0.03,0.007,-0.06,0.017,-0.001,39.027
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,207.5,PUT,0.13,0.15,0.15,3878,0,-0.038,0.009,-0.069,0.021,-0.001,35.47
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,210.0,PUT,0.2,0.21,0.2,24920,0,-0.057,0.014,-0.091,0.029,-0.002,33.024
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,212.5,PUT,0.32,0.33,0.33,7794,0,-0.088,0.02,-0.124,0.041,-0.003,30.953
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,215.0,PUT,0.55,0.57,0.56,19300,0,-0.143,0.03,-0.175,0.058,-0.004,29.609
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,217.5,PUT,0.98,1.0,0.99,5522,0,-0.229,0.041,-0.236,0.077,-0.007,28.847
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,220.0,PUT,1.67,1.7,1.71,15291,0,-0.344,0.051,-0.287,0.094,-0.01,28.344
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,222.5,PUT,2.67,2.71,2.68,3408,0,-0.479,0.056,-0.306,0.101,-0.014,27.818
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,225.0,PUT,4.0,4.1,4.05,9974,0,-0.615,0.053,-0.296,0.097,-0.017,28.455
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,227.5,PUT,5.7,5.8,5.87,1727,0,-0.74,0.046,-0.24,0.083,-0.02,28.14
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,230.0,PUT,7.65,7.85,7.88,7290,0,-0.837,0.035,-0.174,0.063,-0.02,28.274
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,232.5,PUT,9.85,10.1,10.2,5057,0,-0.901,0.023,-0.119,0.044,-0.019,28.922
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,235.0,PUT,12.25,12.5,12.45,3899,0,-0.937,0.014,-0.084,0.031,-0.016,30.017
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,237.5,PUT,14.45,15.35,14.41,273,0,-0.953,0.006,-0.048,0.023,-0.012,31.555
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,240.0,PUT,16.9,18.05,16.87,130,0,-1.0,0.0,0.0,0.0,0.0,33.432
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,242.5,PUT,19.3,20.6,20.08,0,0,-1.0,0.0,0.0,0.0,0.0,35.728
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,245.0,PUT,21.95,23.1,24.05,24,0,-1.0,0.0,0.0,0.0,0.0,38.428
AMZN,2025-08-11 07:58:15.240455,20250815,2025-08-15,247.5,PUT,24.3,25.6,34.15,5,0,-1.0,0.0,0.0,0.0,0.0,40.854
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,200.0,CALL,23.0,23.35,22.85,1692,0,0.965,0.006,-0.05,0.031,0.062,33.718
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,202.5,CALL,20.4,21.05,20.61,230,0,0.956,0.007,-0.057,0.038,0.062,31.889
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,205.0,CALL,18.15,18.6,18.35,284,0,0.94,0.01,-0.067,0.048,0.062,30.346
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,207.5,CALL,15.4,16.15,15.63,201,0,0.917,0.013,-0.082,0.061,0.061,29.21
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,210.0,CALL,13.6,13.95,13.65,364,0,0.884,0.017,-0.1,0.078,0.059,28.19
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,212.5,CALL,11.35,11.6,11.41,466,0,0.839,0.022,-0.12,0.098,0.057,27.258
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,215.0,CALL,9.4,9.55,9.3,1463,0,0.78,0.028,-0.141,0.119,0.053,26.541
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,217.5,CALL,7.5,7.6,7.5,768,0,0.705,0.033,-0.161,0.138,0.048,25.991
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,220.0,CALL,5.85,5.95,5.8,2496,0,0.617,0.037,-0.175,0.153,0.042,25.62
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,222.5,CALL,4.4,4.45,4.4,1651,0,0.52,0.04,-0.177,0.159,0.036,25.026
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,225.0,CALL,3.2,3.25,3.25,4802,0,0.427,0.037,-0.184,0.157,0.03,26.473
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,227.5,CALL,2.26,2.32,2.25,2984,0,0.337,0.035,-0.169,0.146,0.023,26.301
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,230.0,CALL,1.54,1.55,1.52,5767,0,0.254,0.031,-0.145,0.128,0.018,25.952
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,232.5,CALL,1.02,1.04,1.01,1386,0,0.186,0.026,-0.12,0.107,0.013,25.937
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,235.0,CALL,0.67,0.69,0.67,3994,0,0.132,0.021,-0.095,0.086,0.009,26.114
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,237.5,CALL,0.45,0.47,0.47,2139,0,0.094,0.016,-0.075,0.067,0.007,26.624
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,240.0,CALL,0.32,0.33,0.33,12621,0,0.069,0.012,-0.06,0.053,0.005,27.448
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,242.5,CALL,0.23,0.24,0.24,691,0,0.05,0.009,-0.048,0.042,0.004,28.373
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,245.0,CALL,0.17,0.18,0.18,2173,0,0.038,0.007,-0.039,0.033,0.003,29.401
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,247.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,200.0,PUT,0.18,0.2,0.18,1620,0,-0.035,0.006,-0.042,0.031,-0.003,33.718
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,202.5,PUT,0.23,0.25,0.25,330,0,-0.045,0.007,-0.049,0.038,-0.003,31.889
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,205.0,PUT,0.31,0.33,0.33,1773,0,-0.06,0.01,-0.059,0.048,-0.004,30.346
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,207.5,PUT,0.45,0.46,0.46,544,0,-0.084,0.013,-0.074,0.062,-0.006,29.21
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,210.0,PUT,0.64,0.67,0.66,3544,0,-0.116,0.017,-0.092,0.078,-0.009,28.19
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,212.5,PUT,0.93,0.96,0.96,952,0,-0.161,0.022,-0.112,0.098,-0.012,27.258
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,215.0,PUT,1.36,1.39,1.43,2108,0,-0.221,0.028,-0.133,0.119,-0.016,26.541
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,217.5,PUT,1.97,2.0,2.05,1098,0,-0.296,0.033,-0.153,0.138,-0.022,25.991
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,220.0,PUT,2.78,2.86,2.8,1449,0,-0.384,0.037,-0.167,0.153,-0.028,25.62
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,222.5,PUT,3.8,3.9,3.88,553,0,-0.48,0.04,-0.17,0.159,-0.034,25.026
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,225.0,PUT,5.1,5.2,5.35,1129,0,-0.574,0.037,-0.176,0.157,-0.041,26.473
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,227.5,PUT,6.65,6.75,7.0,167,0,-0.664,0.035,-0.161,0.146,-0.046,26.301
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,230.0,PUT,8.45,8.55,8.65,1601,0,-0.747,0.031,-0.137,0.128,-0.049,25.952
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,232.5,PUT,10.2,10.85,10.75,122,0,-0.816,0.026,-0.112,0.106,-0.05,25.937
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,235.0,PUT,12.6,12.9,13.0,386,0,-0.868,0.02,-0.089,0.085,-0.049,26.114
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,237.5,PUT,14.65,15.4,15.1,3,0,-0.905,0.015,-0.07,0.067,-0.045,26.624
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,240.0,PUT,17.0,18.05,17.75,143,0,-0.928,0.01,-0.057,0.053,-0.039,27.448
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,242.5,PUT,19.25,20.2,0.0,0,0,-0.941,0.006,-0.05,0.044,-0.033,28.373
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,245.0,PUT,21.75,22.85,30.39,0,0,-0.948,0.003,-0.047,0.038,-0.025,29.401
AMZN,2025-08-11 07:58:15.240455,20250822,2025-08-22,247.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,200.0,CALL,23.5,24.0,23.56,254,0,0.944,0.007,-0.054,0.058,0.096,30.865
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,202.5,CALL,0.0,0.0,0.0,0,0,1.001,0.0,-0.007,0.0,0.104,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,205.0,CALL,18.8,19.05,18.8,371,0,0.906,0.012,-0.071,0.085,0.094,28.732
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,207.5,CALL,0.0,0.0,0.0,0,0,1.001,0.0,-0.007,0.0,0.107,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,210.0,CALL,14.3,14.55,14.5,552,0,0.842,0.018,-0.094,0.122,0.089,26.964
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,212.5,CALL,0.0,0.0,0.0,0,0,1.001,0.0,-0.007,0.0,0.109,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,215.0,CALL,10.35,10.45,10.33,1873,0,0.74,0.025,-0.119,0.164,0.08,25.781
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,217.5,CALL,0.0,0.0,0.0,0,0,1.001,0.0,-0.007,0.0,0.112,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,220.0,CALL,6.9,7.0,6.94,3528,0,0.602,0.031,-0.134,0.195,0.065,24.652
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,222.5,CALL,0.0,0.0,0.0,0,0,1.001,0.0,-0.007,0.0,0.114,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,225.0,CALL,4.25,4.3,4.25,4163,0,0.447,0.03,-0.144,0.2,0.049,26.137
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,227.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,230.0,CALL,2.38,2.41,2.41,4345,0,0.302,0.027,-0.123,0.176,0.033,25.484
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,232.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,235.0,CALL,1.24,1.28,1.25,5527,0,0.185,0.021,-0.093,0.135,0.021,25.363
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,237.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,240.0,CALL,0.64,0.66,0.65,3883,0,0.107,0.014,-0.064,0.093,0.012,25.734
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,242.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,245.0,CALL,0.34,0.36,0.34,4452,0,0.062,0.009,-0.043,0.061,0.007,26.629
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,247.5,CALL,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,200.0,PUT,0.38,0.4,0.39,3586,0,-0.057,0.007,-0.046,0.058,-0.007,30.865
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,202.5,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,205.0,PUT,0.65,0.67,0.67,2859,0,-0.095,0.012,-0.064,0.085,-0.011,28.732
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,207.5,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,210.0,PUT,1.15,1.18,1.18,3126,0,-0.159,0.018,-0.087,0.122,-0.019,26.964
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,212.5,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,215.0,PUT,2.09,2.14,2.14,2635,0,-0.261,0.025,-0.112,0.164,-0.031,25.781
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,217.5,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,220.0,PUT,3.6,3.7,3.72,2169,0,-0.399,0.031,-0.127,0.195,-0.046,24.652
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,222.5,PUT,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,225.0,PUT,5.95,6.0,6.05,1835,0,-0.554,0.03,-0.137,0.2,-0.063,26.137
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,227.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,230.0,PUT,9.1,9.2,9.35,1047,0,-0.7,0.027,-0.116,0.176,-0.076,25.484
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,232.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,235.0,PUT,13.0,13.25,13.41,1258,0,-0.817,0.021,-0.086,0.134,-0.08,25.363
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,237.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,240.0,PUT,17.3,17.95,17.8,174,0,-0.894,0.014,-0.058,0.092,-0.073,25.734
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,242.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,245.0,PUT,21.9,22.75,29.88,0,0,-0.934,0.007,-0.04,0.062,-0.057,26.629
AMZN,2025-08-11 07:58:15.240455,20250829,2025-08-29,247.5,PUT,0.0,0.0,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,175.0,CALL,47.35,49.55,48.8,3,0,0.988,0.001,-0.018,0.019,0.121,41.541
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,180.0,CALL,43.3,44.65,43.57,5334,0,0.983,0.002,-0.021,0.025,0.124,38.807
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,185.0,CALL,37.75,39.0,38.25,41,0,0.977,0.003,-0.026,0.033,0.127,36.119
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,190.0,CALL,32.45,33.75,33.45,19,0,0.966,0.004,-0.032,0.045,0.128,33.758
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,195.0,CALL,27.05,30.0,28.5,25,0,0.95,0.006,-0.04,0.061,0.129,31.292
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,200.0,CALL,23.8,24.6,23.9,519,0,0.924,0.008,-0.051,0.085,0.129,29.233
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,205.0,CALL,19.25,19.8,19.15,94,0,0.881,0.012,-0.066,0.118,0.125,27.451
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,210.0,CALL,14.9,15.25,15.0,344,0,0.813,0.017,-0.083,0.159,0.118,26.025
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,215.0,CALL,11.05,11.25,11.1,969,0,0.716,0.023,-0.1,0.201,0.105,24.93
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,220.0,CALL,7.75,7.9,7.75,1767,0,0.591,0.027,-0.11,0.23,0.088,24.003
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,225.0,CALL,5.05,5.15,5.11,5365,0,0.456,0.026,-0.121,0.235,0.068,25.925
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,230.0,CALL,3.1,3.15,3.1,3256,0,0.33,0.024,-0.107,0.214,0.05,25.295
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,235.0,CALL,1.78,1.81,1.77,3284,0,0.219,0.02,-0.086,0.175,0.033,24.911
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,240.0,CALL,0.98,1.05,0.98,2580,0,0.139,0.015,-0.064,0.131,0.021,25.048
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,245.0,CALL,0.54,0.57,0.54,1488,0,0.083,0.01,-0.044,0.091,0.013,25.286
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,250.0,CALL,0.31,0.33,0.31,1364,0,0.051,0.007,-0.031,0.062,0.008,25.992
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,255.0,CALL,0.18,0.2,0.2,1847,0,0.031,0.004,-0.021,0.042,0.005,26.841
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,260.0,CALL,0.11,0.13,0.14,589,0,0.02,0.003,-0.015,0.029,0.003,27.903
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,265.0,CALL,0.07,0.09,0.08,381,0,0.014,0.002,-0.011,0.021,0.002,29.086
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,270.0,CALL,0.05,0.07,0.1,328,0,0.01,0.001,-0.009,0.016,0.002,30.625
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,175.0,PUT,0.1,0.12,0.11,98,0,-0.012,0.001,-0.015,0.019,-0.002,41.541
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,180.0,PUT,0.14,0.15,0.16,5725,0,-0.017,0.002,-0.018,0.025,-0.003,38.807
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,185.0,PUT,0.19,0.2,0.2,275,0,-0.024,0.003,-0.022,0.033,-0.004,36.119
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,190.0,PUT,0.27,0.29,0.3,756,0,-0.034,0.004,-0.029,0.045,-0.006,33.758
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,195.0,PUT,0.39,0.41,0.41,1155,0,-0.05,0.006,-0.036,0.061,-0.008,31.292
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,200.0,PUT,0.6,0.63,0.64,2166,0,-0.077,0.008,-0.048,0.085,-0.012,29.233
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,205.0,PUT,0.97,1.0,1.0,2128,0,-0.12,0.012,-0.062,0.118,-0.019,27.451
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,210.0,PUT,1.61,1.65,1.67,1563,0,-0.187,0.017,-0.08,0.159,-0.03,26.025
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,215.0,PUT,2.68,2.73,2.75,878,0,-0.285,0.023,-0.097,0.201,-0.046,24.93
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,220.0,PUT,4.3,4.4,4.35,1775,0,-0.41,0.027,-0.107,0.23,-0.066,24.003
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,225.0,PUT,6.6,6.75,6.75,1091,0,-0.544,0.026,-0.117,0.235,-0.086,25.925
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,230.0,PUT,9.65,9.8,10.1,283,0,-0.671,0.024,-0.104,0.214,-0.103,25.295
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,235.0,PUT,13.35,13.6,13.8,534,0,-0.781,0.02,-0.082,0.175,-0.111,24.911
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,240.0,PUT,17.5,18.35,19.05,41,0,-0.86,0.014,-0.061,0.131,-0.109,25.048
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,245.0,PUT,21.4,23.65,22.68,3,0,-0.911,0.009,-0.043,0.093,-0.093,25.286
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,250.0,PUT,26.7,28.1,0.0,0,0,-0.935,0.004,-0.034,0.069,-0.069,25.992
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,255.0,PUT,31.2,33.2,25.6,0,0,-1.0,0.0,0.0,0.0,0.0,26.841
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,260.0,PUT,36.35,37.85,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,27.903
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,265.0,PUT,41.95,42.95,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,29.086
AMZN,2025-08-11 07:58:15.240455,20250905,2025-09-05,270.0,PUT,46.95,47.9,0.0,0,0,-1.0,0.0,0.0,0.0,0.0,30.625
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,280.0,CALL,25.65,26.1,25.77,6005,0,0.926,0.008,-0.256,0.049,0.033,52.795
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,282.5,CALL,23.2,23.65,23.43,251,0,0.911,0.009,-0.29,0.056,0.033,50.957
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,285.0,CALL,20.95,21.65,19.77,600,0,0.891,0.011,-0.33,0.065,0.033,49.341
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,287.5,CALL,18.7,19.1,18.75,556,0,0.866,0.013,-0.377,0.075,0.032,47.956
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,290.0,CALL,16.5,17.0,17.1,7138,0,0.834,0.015,-0.429,0.087,0.031,46.707
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,292.5,CALL,14.4,14.7,14.59,630,0,0.797,0.018,-0.482,0.098,0.03,45.567
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,295.0,CALL,12.4,12.65,12.46,2051,0,0.752,0.02,-0.534,0.11,0.028,44.538
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,297.5,CALL,10.55,10.8,10.68,769,0,0.7,0.023,-0.582,0.121,0.026,43.701
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,300.0,CALL,8.85,9.05,9.0,13263,0,0.642,0.025,-0.616,0.13,0.024,42.728
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,302.5,CALL,7.25,7.45,7.42,1361,0,0.577,0.027,-0.638,0.136,0.022,41.998
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,305.0,CALL,5.85,6.0,6.0,3692,0,0.509,0.028,-0.643,0.139,0.019,41.535
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,307.5,CALL,4.65,4.85,4.74,1240,0,0.442,0.027,-0.65,0.137,0.017,42.464
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,310.0,CALL,3.65,3.75,3.7,8020,0,0.376,0.026,-0.613,0.132,0.014,41.915
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,312.5,CALL,2.8,2.9,2.85,995,0,0.313,0.024,-0.563,0.123,0.012,41.652
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,315.0,CALL,2.12,2.19,2.16,2541,0,0.255,0.022,-0.501,0.112,0.01,41.43
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,317.5,CALL,1.59,1.64,1.62,592,0,0.204,0.02,-0.435,0.099,0.008,41.406
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,320.0,CALL,1.18,1.24,1.21,16450,0,0.162,0.017,-0.371,0.085,0.006,41.621
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,322.5,CALL,0.87,0.92,0.89,508,0,0.126,0.014,-0.309,0.072,0.005,41.838
AVGO,2025-08-11 07:58:16.185821,20250815,2025-08-15,325.0,CALL,0.63,0.68,0.65,2730,0,0.097,0.012,-0.251,0.06,0.004,42.074
